"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
3375	7e+06	"film making film producer video surveillance sport interracial marriage"	"en"	"Redbelt"	5.091253	2008-04-07	0	99	6.4	76	"Drama"	2008	4	7	"Chiwetel Ejiofor"	NA	"David"	"male"
2449	16500000	"bowling based on novel servant country life jane austen"	"en"	"Sense and Sensibility"	20.898711	1995-12-13	1.35e+08	136	7.2	352	"Drama"	1995	12	13	"Kate Winslet"	"female"	"Ang"	"male"
547	8.2e+07	"brothel fantasy asylum reality escape"	"en"	"Sucker Punch"	39.127082	2011-03-24	89792502	110	5.9	1623	"Thriller"	2011	3	24	"Emily Browning"	"female"	"Zack"	"male"
1909	2.5e+07	"biography based on true story gangster twins"	"en"	"Legend"	32.854557	2015-09-09	42972994	131	6.7	973	"Thriller"	2015	9	9	"Tom Hardy"	"male"	"Brian"	"male"
3276	8e+06	"suicide depression independent film coming of age teen movie"	"en"	"It's Kind of a Funny Story"	13.143045	2010-07-06	6491240	101	6.9	672	"Drama"	2010	7	6	"Keir Gilchrist"	"male"	"Ryan"	"male"
2902	1.2e+07	"ocean florida autism key yacht"	"en"	"Triangle"	25.496926	2009-10-16	0	99	6.9	612	"Horror"	2009	10	16	"Melissa George"	"female"	"Christopher"	"male"
3373	7e+06	"based on novel biography"	"en"	"The Other Side of Heaven"	2.206097	2001-04-12	4720371	113	6.7	14	"Drama"	2001	4	12	"Christopher Gorham"	"male"	"Mitch"	"male"
2219	2.1e+07	"family relationships doctor retired visit widower"	"en"	"Everybody's Fine"	15.440465	2009-12-04	0	99	6.5	284	"Drama"	2009	12	4	"Robert De"	"male"	"Kirk"	"male"
2567	0	"witch video forest horror vision"	"en"	"Book of Shadows: Blair Witch 2"	3.890223	2000-10-27	0	90	4.3	212	"Thriller"	2000	10	27	"Kim Director"	"female"	"Joe"	"male"
1616	4.5e+07	"business man master thief thief ring"	"en"	"What's the Worst That Could Happen?"	7.185212	2001-05-31	0	94	5.1	66	"Comedy"	2001	5	31	"Martin Lawrence"	"male"	"Sam"	"male"
3081	1e+07	"japan forest"	"en"	"The Forest"	19.865989	2016-01-07	40055439	95	4.8	448	"Thriller"	2016	1	7	"Natalie Dormer"	"female"	"Jason"	"male"
3774	4e+06	"christianity homophobia pastor protest christian"	"en"	"Red State"	12.062371	2011-08-19	1104682	88	5.9	316	"Thriller"	2011	8	19	"Michael Parks"	"male"	"Kevin"	"male"
866	5.5e+07	NA	"en"	"Bullet to the Head"	22.503935	2013-01-31	9489829	92	5.2	481	"Thriller"	2013	1	31	"Sylvester Stallone"	"male"	"Walter"	"male"
2835	0	"holiday future musical past scrooge"	"en"	"The Muppet Christmas Carol"	15.085981	1992-12-10	27281507	85	7.2	212	"Drama"	1992	12	10	"Michael Caine"	"male"	"Brian"	"male"
4504	0	NA	"en"	"Light from the Darkroom"	0.012942	2014-01-01	0	0	0	0	NA	2014	1	1	NA	NA	NA	NA
14	2.25e+08	"saving the world dc comics superhero based on comic book superhuman"	"en"	"Man of Steel"	99.398009	2013-06-12	662845518	143	6.5	6359	"Action"	2013	6	12	"Henry Cavill"	"male"	"Zack"	"male"
200	1.25e+08	"resistance post-apocalyptic dystopia war sequel"	"en"	"The Hunger Games: Mockingjay - Part 1"	206.227151	2014-11-18	752100229	123	6.6	5584	"Thriller"	2014	11	18	"Jennifer Lawrence"	"female"	"Francis"	"male"
4477	750000	"suicide attempt gun texas mass murder farm worker"	"en"	"All the Boys Love Mandy Lane"	12.284939	2008-02-15	0	90	5.7	209	"Thriller"	2008	2	15	"Amber Heard"	"female"	"Jonathan"	"male"
4088	2700000	"paris journalist dialogue talking soulmates"	"en"	"Before Sunset"	14.799323	2004-02-10	15992615	80	7.6	718	"Drama"	2004	2	10	"Ethan Hawke"	"male"	"Richard"	"male"
1135	4.2e+07	"cold war weapon arms dealer"	"en"	"Lord of War"	34.828241	2005-09-16	24127895	122	7	1335	"Drama"	2005	9	16	"Nicolas Cage"	"male"	"Andrew"	"male"
2058	2.2e+07	"prison fire manipulation seduction vegetarian"	"en"	"Stone"	12.445176	2010-10-07	9479718	105	5.2	192	"Drama"	2010	10	7	"Frances Conroy"	"female"	"John"	"male"
757	0	"women baseball pitcher home run aging"	"en"	"Trouble with the Curve"	18.587114	2012-09-21	0	111	6.6	366	"Drama"	2012	9	21	"Clint Eastwood"	"male"	"Robert"	"male"
4134	0	"female nudity horror dark comedy female homosexuality female vampire"	"en"	"Lesbian Vampire Killers"	6.632891	2009-03-16	0	86	5.3	124	"Comedy"	2009	3	16	"James Corden"	"male"	"Phil"	"male"
2961	0	"small town fishing male friendship australia marriage crisis"	"en"	"Jindabyne"	8.950864	2006-07-20	0	123	5.7	25	"Drama"	2006	7	20	"Laura Linney"	"female"	"Ray"	"male"
453	0	"robbery investigation inspector killer clouseau"	"en"	"The Pink Panther"	25.450534	2006-01-18	0	93	5.6	550	"Comedy"	2006	1	18	"Steve Martin"	"male"	"Shawn"	"male"
4506	0	NA	"en"	"The Maid's Room"	1.501688	2014-08-08	0	98	4.8	4	"Thriller"	2014	8	8	"Paula Garc\u00e9s"	"female"	"Michael"	"male"
12	2e+08	"witch fortune teller bondage exotic island monster"	"en"	"Pirates of the Caribbean: Dead Man's Chest"	145.847379	2006-06-20	1065659812	151	7	5246	"Action"	2006	6	20	"Johnny Depp"	"male"	"Gore"	NA
1076	2.5e+07	"bank mobile phone telephone weapon police"	"en"	"Cellular"	24.459948	2004-09-06	56422687	94	6.1	537	"Thriller"	2004	9	6	"Chris Evans"	"male"	"David"	"male"
374	9e+07	"brazil pet bird musical canary"	"en"	"Rio"	46.200042	2011-04-03	484635760	96	6.5	2166	"Comedy"	2011	4	3	"Jesse Eisenberg"	"male"	"Carlos"	"male"
4118	0	NA	"en"	"Hum To Mohabbat Karega"	0.001186	2000-05-26	0	0	0	0	NA	2000	5	26	NA	NA	NA	NA
2053	2.2e+07	"holiday world war i hostility singer singing"	"fr"	"Joyeux Noël"	13.960945	2005-11-09	17709155	116	7.2	212	"Drama"	2005	11	9	"Diane Kruger"	"female"	"Christian"	"male"
534	7.5e+07	"prison"	"en"	"Bandits"	24.353302	2001-10-12	67631903	123	6.2	302	"Comedy"	2001	10	12	"Bruce Willis"	"male"	"Barry"	"male"
1240	3.5e+07	"england sister sister relationship queen kingdom henry viii"	"en"	"The Other Boleyn Girl"	22.939557	2008-02-28	0	115	6.4	477	"Drama"	2008	2	28	"Natalie Portman"	"female"	"Justin"	"male"
1180	4e+07	"overweight beauty hypnosis overweight man overweight woman"	"en"	"Shallow Hal"	29.854773	2001-11-01	141069860	114	5.7	731	"Comedy"	2001	11	1	"Gwyneth Paltrow"	"female"	"Bobby"	"male"
95	1.65e+08	"saving the world artificial intelligence father son relationship single parent nasa"	"en"	"Interstellar"	724.247784	2014-11-05	675120017	169	8.1	10867	"Drama"	2014	11	5	"Matthew McConaughey"	"male"	"Christopher"	"male"
112	1.55e+08	"aristotle egypt greece persia elephant"	"en"	"Alexander"	39.019229	2004-11-21	167298192	175	5.6	927	"Drama"	2004	11	21	"Colin Farrell"	"male"	"Oliver"	"male"
2133	2.5e+07	"terror loss of mother gun morocco deaf-mute"	"en"	"Babel"	25.785925	2006-09-08	135330182	143	6.9	1055	"Drama"	2006	9	8	"Brad Pitt"	"male"	"Alejandro"	"male"
2273	2e+07	NA	"en"	"Hands of Stone"	7.444189	2016-08-26	0	105	6.1	109	"Drama"	2016	8	26	"Robert De"	"male"	"Jonathan"	"male"
646	6.5e+07	"age difference midlife crisis suppressed past self-awareness childhood memory"	"en"	"The Kid"	18.281798	2000-07-07	69700000	104	6	238	"Comedy"	2000	7	7	"Bruce Willis"	"male"	"Jon"	"male"
2231	0	"tv show bigfoot"	"en"	"Strange Wilderness"	4.961306	2008-02-01	6575282	87	4.7	69	"Comedy"	2008	2	1	"Steve Zahn"	"male"	"Fred"	"male"
3718	0	NA	"en"	"Fugly"	0.371337	2014-06-13	0	134	5.3	2	"Drama"	2014	6	13	"Jimmy Shergill"	"male"	"Kabir"	"male"
4660	0	"helping animals"	"en"	"Give Me Shelter"	0.278981	2014-06-24	0	90	0	0	"Documentary"	2014	6	24	"Katie Cleary"	"female"	"Kristin"	"female"
4586	3.5e+07	"casino hotel roommate fictitious marriage romantic comedy"	"da"	"What Happens in Vegas"	38.100488	2008-05-07	1.7e+08	99	5.8	923	"Comedy"	2008	5	7	"Ashton Kutcher"	"male"	"Tom"	"male"
802	7e+07	"deadbeat dad cheating fianc\u00e9e teacher student sex brother sister incest"	"en"	"That's My Boy"	21.723897	2012-06-14	58058367	116	5.5	453	"Comedy"	2012	6	14	"Adam Sandler"	"male"	"Sean"	"male"
96	1.6e+08	"loss of lover dream kidnapping sleep subconsciousness"	"en"	"Inception"	167.58371	2010-07-14	825532764	148	8.1	13752	"Thriller"	2010	7	14	"Leonardo DiCaprio"	"male"	"Christopher"	"male"
3652	5e+06	NA	"en"	"Decoys"	3.05434	2004-02-27	0	95	4.7	33	"Thriller"	2004	2	27	"Kim Poirier"	"female"	"Matthew"	"male"
2997	1e+07	"suicide england fire country house shower"	"en"	"The Boy"	38.179483	2016-01-22	64188367	97	5.8	1102	"Thriller"	2016	1	22	"Lauren Cohan"	"female"	"William"	"male"
1302	3.8e+07	"spy experiment island secret organization wretch"	"en"	"Spy Kids 2: The Island of Lost Dreams"	24.085144	2002-08-07	119723358	100	5.3	521	"Action"	2002	8	7	"Antonio Banderas"	"male"	"Robert"	"male"
2436	0	"sport"	"en"	"Bobby Jones: Stroke of Genius"	2.897449	2004-04-30	0	120	5.5	19	"Drama"	2004	4	30	"Jim Caviezel"	"male"	"Rowdy"	"male"
2041	2.2e+07	"journalist cat ransom kidnapping ancient rome"	"en"	"Hail, Caesar!"	39.006187	2016-02-05	63647656	106	5.7	1309	"Drama"	2016	2	5	"Josh Brolin"	"male"	"Joel"	"male"
2532	1.8e+07	"depression mother daughter relationship pregnant desire chalkboard"	"en"	"Little Women"	16.418639	1994-12-21	0	115	7	215	"Drama"	1994	12	21	"Winona Ryder"	"female"	"Gillian"	"female"
1031	3.8e+07	"karaoke marriage proposal new love love of one's life kiss"	"en"	"My Best Friend's Wedding"	15.401855	1997-06-19	299288605	105	6.3	584	"Comedy"	1997	6	19	"Julia Roberts"	"female"	"P.J."	NA
3417	4e+06	"slum police brutality brazilian war on drugs rio de janeiro"	"pt"	"Elite Squad"	23.604936	2007-10-12	0	115	7.8	504	"Drama"	2007	10	12	"Wagner Moura"	"male"	"Jos\u00e9"	NA
2118	2e+07	"deja vu dying and death time travel loss of husband car crash"	"en"	"Premonition"	22.049787	2007-02-08	84146832	96	5.8	381	"Drama"	2007	2	8	"Sandra Bullock"	"female"	"Mennan"	NA
593	7e+07	"adultery infidelity secret investigation friendship"	"en"	"The Dilemma"	14.780634	2011-01-13	67112664	111	5.2	304	"Drama"	2011	1	13	"Kevin James"	"male"	"Ron"	"male"
42	2e+08	"hostage college toy barbie animation"	"en"	"Toy Story 3"	59.995418	2010-06-16	1066969703	103	7.6	4597	"Comedy"	2010	6	16	"Tom Hanks"	"male"	"Lee"	"male"
3261	0	"based on novel uruguay"	"en"	"The City of Your Final Destination"	1.353971	2009-03-21	0	114	5.7	9	"Drama"	2009	3	21	"Nicholas Blandullo"	"male"	"James"	"male"
2696	1.1e+07	"places and planets space marine future cryogenics space"	"en"	"Jason X"	11.220643	2001-07-24	16951798	91	4.5	291	"Fiction"	2001	7	24	"Kane Hodder"	"male"	"James"	"male"
1007	0	"based on novel st. petersburg russia high society imperial russia tragic death"	"en"	"Anna Karenina"	26.38704	2012-09-06	68929150	130	6.5	639	"Drama"	2012	9	6	"Keira Knightley"	"female"	"Joe"	"male"
2232	0	"prostitute musical biography telephone call cigar smoking"	"en"	"Topsy-Turvy"	8.628519	1999-09-03	0	160	6.7	41	"Drama"	1999	9	3	"Allan Corduner"	"male"	"Mike"	"male"
4793	0	"confession hazing gang member latino lgbt"	"en"	"On The Downlow"	0.029757	2004-04-11	0	90	6	2	"Drama"	2004	4	11	"Tony Sancho"	"male"	"Tadeo"	"male"
1550	3e+07	"africa indigenous human animal relationship bat"	"en"	"Ace Ventura: When Nature Calls"	34.391792	1995-11-10	212385533	90	6.1	1099	"Comedy"	1995	11	10	"Jim Carrey"	"male"	"Steve"	"male"
3003	9e+06	"concert teenager one night based on young adult novel secret location"	"en"	"Nick and Norah's Infinite Playlist"	20.452449	2008-10-03	32973937	89	6.4	379	"Comedy"	2008	10	3	"Michael Cera"	"male"	"Peter"	"male"
407	9e+07	"life and death love at first sight broken engagement fireworks religion and supernatural"	"en"	"Meet Joe Black"	36.069611	1998-11-12	142940100	178	6.9	1147	"Drama"	1998	11	12	"Brad Pitt"	"male"	"Martin"	"male"
4125	0	NA	"en"	"The Lost Medallion: The Adventures of Billy Stone"	2.952932	2013-03-01	0	97	5.6	13	"Adventure"	2013	3	1	"William Brent"	"male"	"Bill"	"male"
3887	4e+06	"london england alcohol sex based on novel drug addiction"	"en"	"Trainspotting"	63.513324	1996-02-23	16491080	93	7.8	2655	"Drama"	1996	2	23	"Ewan McGregor"	"male"	"Danny"	"male"
4391	0	"swimming pool tea kettle conga line spit in the face convenience store robbery"	"en"	"The Perfect Host"	6.507094	2010-07-01	14870	93	6.2	135	"Comedy"	2010	7	1	"David Hyde"	"male"	"Nick"	"male"
1575	0	"texas telegram despair leaving one's family funeral"	"en"	"Hope Floats"	7.922716	1998-05-29	0	114	5.8	81	"Drama"	1998	5	29	"Sandra Bullock"	"female"	"Forest"	"male"
1170	4e+07	"venice italy gay new york lovesickness"	"en"	"The Talented Mr. Ripley"	31.385257	1999-12-25	128798265	139	7	767	"Drama"	1999	12	25	"Matt Damon"	"male"	"Anthony"	"male"
1566	3e+07	"wife husband relationship channel surfing mullet spiritual journey life changing"	"en"	"About Schmidt"	19.925026	2002-12-13	105834556	125	6.7	362	"Drama"	2002	12	13	"Jack Nicholson"	"male"	"Alexander"	"male"
4616	0	"woman director"	"en"	"Sisters in Law"	0.025211	2005-09-03	0	104	7.3	2	"Documentary"	2005	9	3	NA	NA	"Kim"	"female"
158	1.5e+08	"spacecraft teleportation space mission parachute time travel"	"en"	"Star Trek"	73.616808	2009-05-06	385680446	127	7.4	4518	"Action"	2009	5	6	"Chris Pine"	"male"	"J.J."	NA
2262	0	"little boy ufo extraterrestrial"	"cn"	"CJ7"	12.373248	2008-01-30	47301471	86	6.1	107	"Drama"	2008	1	30	"Stephen Chow"	"male"	"Stephen"	"male"
2044	2.2e+07	"based on novel vampire bite independent film fang vamp"	"en"	"The Little Vampire"	4.365196	2000-10-27	13555988	95	6.1	77	"Horror"	2000	10	27	"Richard E."	"male"	"Uli"	"female"
2226	0	NA	"en"	"Doogal"	1.682839	2006-02-24	0	85	3.2	18	"Family"	2006	2	24	"Daniel Tay"	"male"	"Frank"	"male"
2653	2e+07	"3d khumba"	"en"	"Khumba"	6.459787	2013-07-18	27187375	85	5.8	72	"Adventure"	2013	7	18	"Jake T."	"male"	"Anthony"	"male"
2612	2e+07	"gay bikini cruise ship babes"	"en"	"Boat Trip"	7.034752	2002-10-01	8586376	94	4.7	146	"Comedy"	2002	10	1	"Cuba Gooding"	"female"	"Mort"	"male"
1947	0	"global warming sea turtle 3d"	"en"	"A Turtle's Tale: Sammy's Adventures"	15.805449	2010-08-03	0	88	5.6	151	"Family"	2010	8	3	"Yuri Lowenthal"	"female"	"Ben"	"male"
1213	4e+07	"predator national guard hybrid alien morgue"	"en"	"Aliens vs Predator: Requiem"	39.381913	2007-12-25	41797066	94	4.9	740	"Thriller"	2007	12	25	"Steven Pasquale"	"male"	"Colin"	"male"
1738	2.8e+07	"buddhism china mountains buddhist monk tibet"	"en"	"Kundun"	7.039189	1997-12-25	5684789	134	6.8	91	"Drama"	1997	12	25	"Tenzin Thuthob"	"male"	"Martin"	"male"
4386	1e+06	"biography antarctica"	"en"	"Antarctica: A Year on Ice"	1.883947	2013-09-05	0	92	7.2	29	"Drama"	2013	9	5	"Genevieve Bachman"	"female"	"Anthony"	"male"
4758	4e+06	"hacker supernatural powers road trip independent film superpower"	"en"	"The Signal"	27.662696	2014-03-15	600896	95	5.8	631	"Thriller"	2014	3	15	"Brenton Thwaites"	"male"	"William"	"male"
2321	0	"holiday christmas"	"en"	"The Family Stone"	14.190837	2005-12-14	0	103	6.2	249	"Drama"	2005	12	14	"Claire Danes"	"female"	"Thomas"	"male"
890	5.2e+07	"jealousy chance wish change man change"	"en"	"The Change-Up"	32.015477	2011-08-05	75450437	112	5.9	736	"Comedy"	2011	8	5	"Olivia Wilde"	"female"	"David"	"male"
2398	2.4e+07	"assassin secret identity intelligence soviet union russia"	"en"	"Hitman"	42.669304	2007-11-21	99965753	89	5.9	966	"Drama"	2007	11	21	"Timothy Olyphant"	"male"	"Xavier"	"male"
3429	0	"loss of family emigration world war ii jew national socialism"	"de"	"Nowhere in Africa"	3.481517	2001-12-11	0	140	7	32	"Drama"	2001	12	11	"Juliane K\u00f6hler"	"female"	"Caroline"	"female"
3420	6500000	"street gang black people rap music hip-hop street war"	"en"	"Boyz n the Hood"	17.705671	1991-07-12	57504069	112	7.4	364	"Drama"	1991	7	12	"Laurence Fishburne"	"male"	"John"	"male"
1540	3e+07	"sex party summer beach house group of friends"	"en"	"American Pie 2"	36.432598	2001-08-10	287553595	108	6	1344	"Comedy"	2001	8	10	"Jason Biggs"	"male"	"J.B."	NA
308	1.05e+08	"undercover undercover agent extreme sports fbi agent 3d"	"en"	"Point Break"	33.507289	2015-12-03	133718711	114	5.5	783	"Thriller"	2015	12	3	"Edgar Ram\u00edrez"	"male"	"Ericson"	"male"
3207	8.6e+07	NA	"en"	"Awake"	18.172736	2007-11-28	14373825	84	6.3	395	"Thriller"	2007	11	28	"Hayden Christensen"	"male"	"Joby"	"male"
3789	9500000	"rape obsession lie job independent film"	"en"	"Trust"	21.230737	2010-09-10	120000	104	6.6	307	"Drama"	2010	9	10	"Clive Owen"	"male"	"David"	"male"
4346	1e+06	"individual gay new york usa missionary"	"en"	"Transamerica"	9.773398	2005-12-23	13350369	103	6.9	144	"Drama"	2005	12	23	"Felicity Huffman"	"female"	"Duncan"	"male"
2435	1.7e+07	"ice hockey racism pedophile throat slitting shot in the stomach"	"en"	"Running Scared"	19.311572	2006-01-06	9500000	122	7	331	"Drama"	2006	1	6	"Paul Walker"	"male"	"Wayne"	"male"
604	7.5e+07	"cold flu lethal virus construction worker"	"en"	"Osmosis Jones"	10.54544	2001-08-07	13596911	95	5.9	228	"Comedy"	2001	8	7	"Chris Rock"	"male"	"Bobby"	"male"
349	9e+07	"himalaya photographer magazine iceland daydream"	"en"	"The Secret Life of Walter Mitty"	43.348022	2013-12-18	188133322	114	7	3144	"Drama"	2013	12	18	"Ben Stiller"	"male"	"Ben"	"male"
2711	0	"vatican pope concentration camp holocaust schutzstaffel"	"fr"	"Amen."	5.930533	2002-02-13	0	132	7.1	75	"Drama"	2002	2	13	"Ulrich Tukur"	"male"	"Costa-Gavras"	NA
3053	6e+06	"slapstick ensemble cast duringcreditsstinger woman director laxative"	"en"	"Movie 43"	35.350303	2013-01-01	32438988	90	4.4	797	"Comedy"	2013	1	1	"Anna Faris"	"female"	"Griffin"	"male"
1350	0	"journalist japanese wife fisherman war"	"en"	"Snow Falling on Cedars"	2.79483	1999-12-22	0	127	6.3	32	"Drama"	1999	12	22	"Ethan Hawke"	"male"	"Scott"	"male"
3437	6500000	NA	"en"	"Tracker"	2.074295	2010-05-20	0	102	6	16	"Drama"	2010	5	20	"Ray Winstone"	"male"	"Ian"	"male"
3836	0	NA	"en"	"I Got the Hook Up"	0.593068	1998-05-27	0	93	5.4	8	"Comedy"	1998	5	27	"Master P"	"male"	"Michael"	"male"
2965	0	"loss of child solar eclipse haunted house family psychopathy"	"en"	"Darkness"	6.340135	2002-10-02	0	102	5.6	112	"Horror"	2002	10	2	"Anna Paquin"	"female"	"Jaume"	NA
1489	3.3e+07	"competition airport air controller adversary"	"en"	"Pushing Tin"	9.060642	1999-04-23	0	124	5.7	116	"Drama"	1999	4	23	"John Cusack"	"male"	"Mike"	"male"
206	1.25e+08	"hades mythology greek mythology zeus medusa"	"en"	"Clash of the Titans"	47.686442	2010-04-01	232713139	106	5.6	2233	"Action"	2010	4	1	"Sam Worthington"	"male"	"Louis"	"male"
2277	2.7e+07	"terror raf 1970s"	"de"	"The Baader Meinhof Complex"	7.727035	2008-09-24	0	150	7.1	157	"Drama"	2008	9	24	"Martina Gedeck"	"female"	"Uli"	"female"
3923	0	"site of pilgrimage widow varanasi hinduism child bride"	"en"	"Water"	2.787375	2005-09-08	10422387	115	6.8	34	"Drama"	2005	9	8	"Lisa Ray"	"female"	"Deepa"	"female"
339	9.2e+07	"secret identity secret hero island wretch"	"en"	"The Incredibles"	77.817571	2004-11-05	631442092	115	7.4	5152	"Action"	2004	11	5	"Craig T."	"male"	"Brad"	"male"
4198	1e+06	NA	"hi"	"The Lunchbox"	14.017809	2013-09-19	4235151	104	7.3	221	"Drama"	2013	9	19	"Irrfan Khan"	NA	"Ritesh"	"male"
1839	2.5e+07	"beheading dying and death stroke of fate"	"en"	"Final Destination 3"	31.64341	2006-02-10	117719158	93	5.8	974	"Horror"	2006	2	10	"Mary Elizabeth"	"female"	"James"	"male"
2938	2.4e+07	"female nudity tattoo radio cheat on husband eating contest"	"en"	"The Ladies Man"	2.259537	2000-10-13	13700000	84	5.7	34	"Comedy"	2000	10	13	"Tim Meadows"	"male"	"Reginald"	"male"
4472	5e+05	"hotel wife husband relationship hitman infection forest"	"en"	"Kill List"	12.203041	2011-09-02	171760	95	6	210	"Thriller"	2011	9	2	"Neil Maskell"	"male"	"Ben"	"male"
230	1.2e+08	"senate investigation army death star jedi"	"en"	"Star Wars: Episode II - Attack of the Clones"	43.987061	2002-05-15	649398328	142	6.4	3992	"Action"	2002	5	15	"Ewan McGregor"	"male"	"George"	"male"
4684	0	"terror horror fear wood grove"	"pt"	"American Beast"	0.018716	2014-10-21	0	89	0	0	"Horror"	2014	10	21	"Armin Habibovich"	"male"	"Livingston"	"male"
2557	1.5e+07	"biography"	"en"	"The Great Debaters"	10.84158	2007-12-27	30226144	126	6.9	151	"Drama"	2007	12	27	"Denzel Washington"	"male"	"Denzel"	"male"
2786	1.3e+07	"judge small town con man fraud jail"	"en"	"I Love You Phillip Morris"	19.664699	2009-01-18	10652035	98	6.4	503	"Drama"	2009	1	18	"Jim Carrey"	"male"	"Glenn"	"male"
2674	1.3e+07	"love at first sight loss of brother breakdance daughter"	"en"	"Stomp the Yard"	6.92205	2007-05-16	75511123	114	6.1	88	"Drama"	2007	5	16	"Columbus Short"	"male"	"Sylvain"	"male"
920	5e+07	"gorilla kongo diamond mine diamond"	"en"	"Congo"	10.755847	1995-06-09	152022101	109	5	213	"Drama"	1995	6	9	"Laura Linney"	"female"	"Frank"	"male"
3472	0	"artist success relationship problems alcoholism independent film"	"en"	"Pollock"	8.483531	2000-09-06	0	122	6.6	91	"Drama"	2000	9	6	"Ed Harris"	"male"	"Ed"	"male"
91	1.65e+08	"alternate history alien invasion"	"en"	"Independence Day: Resurgence"	48.775723	2016-06-22	389681935	120	4.9	2491	"Action"	2016	6	22	"Liam Hemsworth"	"male"	"Roland"	"male"
2788	12500000	"u.s. navy biography"	"en"	"Antwone Fisher"	13.349012	2002-12-19	23367586	120	6.7	137	"Drama"	2002	12	19	"Derek Luke"	"male"	"Denzel"	"male"
93	2e+08	"saving the world artificial intelligence man vs machine cyborg killer robot"	"en"	"Terminator 3: Rise of the Machines"	69.405188	2003-07-02	4.35e+08	109	5.9	2143	"Thriller"	2003	7	2	"Arnold Schwarzenegger"	"male"	"Jonathan"	"male"
2027	2.2e+07	"foster parents pro bono new baby social services learning"	"en"	"I Am Sam"	26.071644	2001-12-28	92542418	132	7.2	530	"Drama"	2001	12	28	"Sean Penn"	"male"	"Jessie"	"female"
1532	3e+07	"hotel painting wartime gunfight theft"	"en"	"The Grand Budapest Hotel"	74.417456	2014-02-26	174600318	99	8	4519	"Drama"	2014	2	26	"Ralph Fiennes"	"male"	"Wes"	"male"
4413	0	NA	"en"	"Childless"	0.243853	2015-04-03	0	90	4.5	2	NA	2015	4	3	"Barbara Hershey"	"female"	"Charlie"	"male"
1709	3e+07	NA	"ja"	"Space Pirate Captain Harlock"	14.726338	2013-09-07	17137302	115	6.5	356	"Fiction"	2013	9	7	"Shun Oguri"	"male"	"Shinji"	"male"
4482	7e+05	"independent film"	"en"	"L.I.E."	7.731064	2001-01-20	1667192	97	6.7	31	"Drama"	2001	1	20	"Paul Dano"	"male"	"Michael"	"male"
4611	0	NA	"en"	"The Big Swap"	0.627763	1998-06-11	0	0	0	0	NA	1998	6	11	"Mark Adams"	"male"	"Niall"	"male"
3557	5e+06	"disgust pain stunts music video stuntman"	"en"	"Jackass: The Movie"	14.752587	2002-10-21	64282312	87	6.1	345	"Comedy"	2002	10	21	"Johnny Knoxville"	"male"	"Jeff"	"male"
3042	5e+06	"detective stalker gift bully psychological thriller"	"en"	"The Gift"	27.247013	2015-07-30	58978653	108	6.7	1049	"Thriller"	2015	7	30	"Jason Bateman"	"male"	"Joel"	"male"
4106	2e+06	"white house occupying power independent film incompetence irak"	"en"	"No End in Sight"	2.283796	2007-07-27	1431623	102	7.2	23	"Documentary"	2007	7	27	"Campbell Scott"	"female"	"Charles"	"male"
103	1.5e+08	"witch fire wolf fountain magic"	"en"	"The Sorcerer's Apprentice"	35.580815	2010-07-13	215283742	109	5.8	1470	"Drama"	2010	7	13	"Nicolas Cage"	"male"	"Jon"	"male"
1002	4.9e+07	"dual identity"	"en"	"The One"	21.746245	2001-11-02	72700000	87	5.7	437	"Thriller"	2001	11	2	"Jet Li"	"male"	"James"	"male"
710	6e+07	"workaholic second chance guardian angel christmas career vs family"	"en"	"The Family Man"	19.705489	2000-12-12	0	125	6.5	521	"Drama"	2000	12	12	"Nicolas Cage"	"male"	"Brett"	"male"
3386	0	"servant time travel clumsy fellow middle ages nobility"	"fr"	"The Visitors"	8.893676	1993-01-27	0	107	7.1	420	"Comedy"	1993	1	27	"Jean Reno"	"female"	"Jean-Marie"	NA
1561	3.5e+07	"double life pop star musical tennessee teenage girl"	"en"	"Hannah Montana: The Movie"	13.788422	2009-04-10	155545279	102	6	449	"Drama"	2009	4	10	"Miley Cyrus"	"female"	"Peter"	"male"
2577	0	NA	"en"	"Tuck Everlasting"	4.115398	2002-10-11	0	90	6.4	128	"Drama"	2002	10	11	"Alexis Bledel"	"female"	"Jay"	"male"
69	1.7e+08	"library clock film director key toy"	"en"	"Hugo"	32.319043	2011-11-22	185770160	126	7	2141	"Drama"	2011	11	22	"Ben Kingsley"	"male"	"Martin"	"male"
652	50100000	"seduction con man femme fatale deception rivalry"	"en"	"Focus"	59.634029	2015-02-25	153962963	105	6.7	2542	"Drama"	2015	2	25	"Will Smith"	"male"	"Glenn"	"male"
4300	1200000	"traitor jewelry psychopath thief heist"	"en"	"Reservoir Dogs"	66.925866	1992-09-02	14661007	99	8	3697	"Thriller"	1992	9	2	"Harvey Keitel"	"male"	"Quentin"	"male"
885	5.2e+07	"bowling chicago american football flat baseball"	"en"	"The Break-Up"	26.251217	2006-06-01	204999686	106	5.6	832	"Comedy"	2006	6	1	"Vince Vaughn"	"male"	"Peyton"	"female"
1832	2.5e+07	"chocolate mayor praline single mother daughter relationship"	"en"	"Chocolat"	28.727731	2000-12-14	152500343	121	6.8	951	"Drama"	2000	12	14	"Juliette Binoche"	"female"	"Lasse"	"male"
